id,tweet
1467854105028689925,"Antisipasi Penyebaran Covid-19

Personel gabungan Koramil 03/Toroh, Polsek Toroh, dan SatpolPP gelar operasi yustisi pendisiplinan prokes PPKM Level 1 dan membagikan masker di Desa Sindurejo Kec. Toroh Jl. Raya Purwodadi - Solo. https://t.co/oKzKkEBPTm"
1467854007745990659,"@RNPasutri1 PPKM 😢
jadi agendanya pada di cancel"
1467853612718039045,@stynareta Ppkm dongss
1467853198245257216,"Mari simak keterangan pers Menteri Koordinator Bidang Perekenonomian @airlangga_hrt usai Rapat Terbatas mengenai Evaluasi PPKM, di Istana Kepresidenan Jakarta, Senin (06/12/2021).

#SidangKabinet @PerekonomianRI
https://t.co/B7Mg46E0Mj"
1467852656039260161,"Menteri Koordinator Bidang Perekenonomian Airlangga Hartarto memberikan keterangan pers usai mengikuti Rapat Terbatas mengenai Evaluasi Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM), di Istana Kepresidenan Jakarta, Senin (06/12/2021).

#SidangKabinet https://t.co/iNe0NG577G"
1467852576762654722,"PPKM Diperpanjang hingga 23 Desember, Wilayah Level 1 dan 2 di Luar Jawa Jawa Bali Meningkat

#CelebritiesDotID #InfoCelebTerkini #Covid19 
https://t.co/1JB804m7hp"
1467852570240692225,"Libur Nataru, Pemkot Metro Terapkan PPKM Level 3 Sampai Januari https://t.co/OptzDtLHJq"
1467852516284985345,PLEASE YES... INI GA KUAR NEGERI ttp aja tahan mereka ga kemana mana.... apalagi ntar ada ppkm lvl 3 kan... please... https://t.co/ZmIeUPgxXA
1467852464002981894,Aturan ini dibuat untuk mengantisipasi kerumunan itu diberlakukan sejak 24 Desember 2021-2 Januari 2022. https://t.co/YAs7BdsO3E
1467851869384970249,"Hallo Sahabat Humas Polri ...

Saat Nataru nanti, Pemerintah memberlakukan PPKM Level 3 berdasarkan Inmendagri No. 62 Tahun 2021 berlaku dari tgl 24 Desember 2021 s/d 2 Januari 2022 untuk cegah Covid-19.

@DivHumas_Polri
#HumasPoldaKepri #Multimediapoldakepri 
#Polripresisi https://t.co/2pXkVaCj2i"
1467851823704788995,"manusia boleh berencana, ppkm yg menentukan😭"
1467851809133793280,"@HardiAhmad Dateng ke acara kajian;
Sebelum pandemi ke Komuji dan Maiyah (Kenduri cinta),
Selama pandemi dengerin ceramah KH. Nasaruddin Umar di YouTube,
Setelah PPKM Alhamdulillah bisa dateng ke kajian Buya Arrazy Hasyim langsung di masjid dekat rumah"
1467851130193735683,"@joyfuljiminiee @callaliIie mereka kec yugyeom pernah ngelanggar ppkm di korsel pas coronce lagi gila bgt gitu kak, trs ketauan sama dispatch trs ya gitu dech jadi rame. search aja di google kak beritanya masih ada kalo ngga salah"
1467851019367243790,Pemkab Sukamara akan Terapkan PPKM Level 3 dan Masyarakat Diingatkan Prokes https://t.co/tugOfLTz6Z
