created_at,author_id,tweet,retweet,reply,like,quote
2021-12-04 12:29:39+00:00,899597703058817024,"@musniumar Berkerumun kan memang dibatasi karena masih PPKM, apalagi ada varian baru Omicron. 

Faktanya pada ngeyel dan ibu ini bebas kan bicara, tidak ditangkap, tidak diborgol.

Apa yang kau dustakan pak Mus.  Hidup loe kok ribet amat sih.",1,3,14,0
2021-12-04 12:28:26+00:00,1332241207225851905,"Kodim 1207/PONTIANAK Laksanakan PPKM Skala Mikro(Sabtu, 4/12/2021)

Pendim 1207/Pontianak

#TNIADMengabdiDanMembangunBersamaRakyat 
#pendim1207Pontianak https://t.co/dejRHcBqs9",0,0,0,0
2021-12-04 12:26:50+00:00,1384273902,@qwonsz Iyaa ntr kl ppkm lvl 3 pie wkwk mending u ke semarang ae 👍🏻,0,1,0,0
2021-12-04 12:26:44+00:00,1332241207225851905,"Sosialisasi PPKM Skala Mikro Oleh Satgas Tangkal Covid-19 Kodim 1207/PONTIANAK

(Pendim 1207/PONTIANAK)

#TNIADMengabdiDanMembangunBersamaRakyat 
#pendim1207PONTIANAK https://t.co/XS83QrbE8B",0,0,0,0
2021-12-04 12:25:21+00:00,1092293791644508161,"@kemenhub151 Budi Karya Sumadi memastikan pemerintah tidak melakukan pembatasan pada kendaraan angkutan logistik selama PPKM)\ level 3 di masa libur Natal dan Tahun Baru (Nataru) mendatang.

@jokowi
@erickthohir 
https://t.co/8GHYJjgCPa",0,1,1,0
2021-12-04 12:21:32+00:00,1444144965240573955,"@KAI121 Akhir tahun level ppkm di naikin lagi, apa KA penataran mlg-sby tetep beroperasi? Dan apa ada syarat khusus selain sudah vaksin?",0,2,0,0
2021-12-04 12:21:31+00:00,1301155181720080384,KARANGANYAR - Sertu Darmanto Babinsa Koramil 02/Tsm bersama Tim Gugus Covid 19 Ds Wonolopo melaksanakan Patroli PPKM dan pendisplinan Prokes dilokasi hajatan Dsn.Wonokerso Ds.Wonolopo Kec.Tasikmadu  menghimbau untuk selalu mematuhi Prokes guna mencegah penularan Virus COVID 19. https://t.co/jhYP4TvO6E,0,0,0,0
2021-12-04 12:21:13+00:00,1301155181720080384,KARANGANYAR - Sertu Darmanto Babinsa Koramil 02/Tsm bersama Tim Gugus Covid 19 Ds Wonolopo melaksanakan Patroli PPKM dan pendisplinan Prokes dilokasi hajatan Dsn.Wonokerso Ds.Wonolopo Kec.Tasikmadu  menghimbau untuk selalu mematuhi Prokes guna mencegah penularan Virus COVID 19. https://t.co/IKb0dQ3ip2,0,0,0,0
2021-12-04 12:20:24+00:00,1301155181720080384,"KARANGANYAR - Sertu Fatkul Hadi Babinsa Koramil 02/Tsm bersama Tim Gugus Covid 19 Ds.Kalijirak melaksanakan Patroli PPKM dan pendisplinan Prokes dilokasi hajatan Dsn.Bokor Ds.Kalijirak Kec,Tasikmadu  menghimbau untuk tetap mematuhi Prokes guna mencegah penularan Virus COVID 19 https://t.co/i344JtPqTx",0,0,0,0
2021-12-04 12:20:24+00:00,1301155181720080384,"KARANGANYAR - Sertu Fatkul Hadi Babinsa Koramil 02/Tsm bersama Tim Gugus Covid 19 Ds.Kalijirak melaksanakan Patroli PPKM dan pendisplinan Prokes dilokasi hajatan Dsn.Bokor Ds.Kalijirak Kec,Tasikmadu  menghimbau untuk tetap mematuhi Prokes guna mencegah penularan Virus COVID 19 https://t.co/EJhjeqbQQs",0,0,0,0
2021-12-04 12:19:22+00:00,1292429390769295360,🅰️🅰️🅰️ AKHIRNYAA setelah ppkm pertama kali di 2020 aku kondangan juga😭 https://t.co/n3fLkqSQbw,0,0,0,0
2021-12-04 12:16:42+00:00,1182231848191053825,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. 
#PeranAktifPolri
Jaga Kondusifitas Negeri https://t.co/8ccrw7vVTG",0,0,0,0
2021-12-04 12:16:31+00:00,1082274474144161794,"@VIVAcoid Ga akan... Pasti seperti dl, buka Pariwisata...
Nanti klo udh masuk banyak baru PPKM... Inget bukan Lockdown...",0,0,0,0
2021-12-04 12:16:14+00:00,1119048265834516480,@qixinglia SMOGA BUKA SOALNYA PPKM LVL 3😭,0,1,0,0
2021-12-04 12:15:26+00:00,4876394354,Pemerintah mo kasih saran dong kalo mau ppkm nggausah di umumin jauh hari soalnya jadi sama aja pada meliburkan diri sebelum ppkm kan sama aja ya nggak ? Liburannya sebelum ppkm :(((((,0,0,0,0
2021-12-04 12:15:17+00:00,1432847385802072067,"@Humas_Polda_Ktg Presiden Apresiasi Penanganan dan pengendalian Covid-19 oleh Polri dengan mengoptimalkan posko-posko PPKM hingga di tingkat RT/desa.

#PeranAktifPolri
Jaga Kondusifitas Negeri",0,0,0,0
2021-12-04 12:13:45+00:00,470005745,Iyeye pemerintah ga jelas🙂 sebelum ada ppkm semua org udah siapin ini itu saat makin membaik eh tbtb muncul namanya ppkm. Ppkm dah gaada semuanya jg pny byk rencana termasuk live music dah dibolehin eh tau tau muncul lagi. Dikira rencana begituan direncanain dadakan🙄,0,0,0,0
2021-12-04 12:13:08+00:00,23343960,"Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Jawa-Bali kembali diperpanjang selama 14 hari, mulai dari 30 November hingga 13 Desember 2021. https://t.co/uZOjQLbkQA",0,0,1,0
2021-12-04 12:13:06+00:00,1307892095240212480,"Menhub Budi Karya Sumadi memastikan pemerintah tidak melakukan pembatasan pada kendaraan angkutan logistik selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 3 di masa libur Natal dan Tahun Baru (Nataru) mendatang.

Pak Jokowi Lawan Pandemi 
https://t.co/mEVe0icDta https://t.co/yPCbtaddsc",3,0,6,0
2021-12-04 12:12:05+00:00,362872851,@eeevst @cherryshoko0125 @suluhpandu @nuicemedia Pendakian sudah di tutup menjelang ppkm lanjutan dan Desember bukan waktu yang tepat buat summit di karenakan angin kencang tiap akhir taun,0,0,9,1
2021-12-04 12:10:43+00:00,1185784532542218242,"sebenernya serba salah nggak sih, kaya mungkin diginiin soalnya kalo pun pake ppkm, belum tentu semuanya patuh. Tapi kalo kaya gini juga, kasian muridnya, kasian gurunya. Libur bukan berarti mau pergi, tapi mau istirahat aja sejenak dari tugas tugas... https://t.co/pOXTO6CH1f",0,0,0,0
2021-12-04 12:10:22+00:00,862999460598530048,finally nunggu 5 bln ppkm https://t.co/yscsTBCwqO,0,0,0,0
2021-12-04 12:10:07+00:00,166014938,"(2/2) Jalankan terus protokol kesehatan 6M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #VaksinDulu #PPKM #JakartaBangkit https://t.co/lfVgFHhtwZ",3,0,6,0
2021-12-04 12:05:56+00:00,1216760500333080576,@AthillaZ ngapain sekolah anjir kan ppkm,0,0,1,0
2021-12-04 12:04:43+00:00,1377249470996303882,"Satpol PP kabupaten Grobogan melakukan Patroli Pengawasan PPKM Level 1 Protkes Pengendalian Covid-19 di wilayah Kabupaten Grobogan pada Hari Sabtu tanggal 04 Desember 2021, Siang Hari
@ditpolpp_linmas @satpolpp_jateng @SumarniGrobogan @humasGrobogan @diskominfo_grob https://t.co/RGv8Aq02gi",0,0,1,0
2021-12-04 12:04:33+00:00,74736740,"@venuscenery Trus sekarang bandung lg maced pisan, katanya menjelang natal sampe tahun baru pan mau PPKM jadi orang2 riweuh belanja year end sale gt
Ah aya aya wae pandemi te, 
Negara batur ma uda bis konser",0,1,0,0
2021-12-04 12:02:51+00:00,357544854,"@jengkelingakya @andre_sandhika Ah gapenting, natal gimana? Ada ppkm level 3 katanya :(",0,1,0,0
2021-12-04 12:02:32+00:00,420821783,"Jog katanya kan ppkm ada di tgl 24 ya, nah tp tiket kereta masih bisa dipesen ik. itu nanti apa masih bisa dipake tiketnya apa gaboleh ada mobilitas samsek ya?",0,1,0,0
2021-12-04 12:01:54+00:00,4857501925,"Tetap himbau warga dalam pelaksanaan Prokes, dilaksanakan Giat  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Kalijambe. https://t.co/YpmDaIOBsm",0,0,1,0
2021-12-04 12:01:18+00:00,778788691804389378,Patroli gabungan TNI-POLRI dan Satpol PP Kota Pekalongan dalam rangka Wasdal Gakkum dan Edukasi Pelaksanaan PPKM di wilayah Kota Pekalongan. jumat (3/12) https://t.co/wvj4PganfW,0,0,0,0
2021-12-04 12:01:12+00:00,778788691804389378,Patroli gabungan TNI-POLRI dan Satpol PP Kota Pekalongan dalam rangka Wasdal Gakkum dan Edukasi Pelaksanaan PPKM di wilayah Kota Pekalongan. jumat (3/12) https://t.co/ZFMckDfd2K,0,0,0,0
2021-12-04 12:00:54+00:00,634444338,"@nisrinaus Nah inii
Klo dah ppkm lg almt nataru ga liburr 😩",0,1,0,0
2021-12-04 12:00:03+00:00,4857501925,"Tak pernah lelah menghimbau warga untuk selalu mematuhi Prokes, dilaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Tanon. https://t.co/QIGMIr5r2a",1,0,2,0
2021-12-04 11:59:42+00:00,1410602302906327049,@animefess_ kalo bioskop Indonesia belom ada info nder semoga aja ga pas ppkm :(,0,0,0,0
2021-12-04 11:58:33+00:00,74701783,Apa itu PPKM 😬,0,0,0,0
2021-12-04 11:58:25+00:00,4857501925,"Pergencar penerapan Prokes, dilaksanakan Giat patroli dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Karangmalang. https://t.co/fU6j7rrXCU",0,0,1,0
2021-12-04 11:54:40+00:00,198110667,@huripsuseno @chrustygesang1 PPKM bos 😌,0,0,0,0
2021-12-04 11:54:01+00:00,321314665,@Alexanderabitma Bisa jadi salah satu faktor tur mergo ribet ppkm dll iki lho yoan asuw nan,0,1,0,0
2021-12-04 11:53:46+00:00,4857501925,"Terus berikan himbauan tentang Prokes, pada hari Sabtu, 04 Desember 2021 Pkl 09.30 WIB  s.d selesai telah dilaksanakan Giat  patroli  dalam rangka  Pelaksanaan  PPKM LEVEL II membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan  Sambungmacan. https://t.co/inN6VpvtsD",2,0,4,0
2021-12-04 11:51:51+00:00,153407983,"Pemerintah Kota Surakarta mulai melakukan sosialisasi terkait aturan larangan dan memundurkan jadwal penyerahan hasil raport anak sekolah ke bulan Januari  2022.
Kegiatan itu menindaklanjuti SE Wali Kota Solo Nomor 067/4619 tentang PPKM Level 2.

#PDIPerjuangan
#SolidBergerak",0,1,0,0
2021-12-04 11:51:04+00:00,1284400323059056640,"Kemenhub melakukan pembatasan dan pengetatan di sejumlah sektor transportasi guna mencegah penyebaran Covid-19. Namun pemerintah tidak melakukan pembatasan pada kendaraan angkutan logistik selama PPKM level 3 di masa libur Nataru mendatang. @jokowi
https://t.co/IzIpHItkGA https://t.co/Ty84SGiUrF",0,0,0,0
2021-12-04 11:49:52+00:00,1978474376,@jangandinakalin @croissantpuff @asftermoon @tubirfess Masih 😭😭 kemarin sempat lengang gitu eh ppkm kendor jadi semakin kaya ikan asin rasanya,0,0,0,0
2021-12-04 11:49:02+00:00,1036441135349002240,"New post (La Nina dan PPKM Level 3 Picu Inflasi Hingga Tahun 2022, Ini Imbauan PLT Gubernur) has been published on Baca Pesan - https://t.co/VACLHFA1df https://t.co/DFIIwuMCJv",0,0,0,0
2021-12-04 11:48:00+00:00,1210897918900572160,"*INGIN MENAWARKAN PACKAGE PPKM*

_PAKET 73k_
* Netflix Shared 1 Bulan
* YouTube Premium 4 Bulan
* Spotify Premium 1 Bulan

_Paket 55k_
* Netflix Shared 1 Bulan
* YouTube Premium 4 Bulan

*Jika ingin beli satuan sangatlah bisa.
YUK DIRUMAH AJA

#MoneyHeist5 #netflix #lacasadepapel https://t.co/XIj1QI8sfs",0,0,0,0
2021-12-04 11:47:49+00:00,603508730,"@arumdsp Alhamdulillah:))

Yelah kemaren ganti tempat sekarang resched, buruan caw lah biar gak kena ppkm Rumm ahahaa",0,1,0,0
2021-12-04 11:47:35+00:00,306629752,org org bener” memanfaatkan liburan sblm ppkm sih😀👍🏻,0,0,0,0
2021-12-04 11:47:32+00:00,1278233920585134080,"@03__nakula Mungkin gak gitu juga keleess..

Demi mencegah Kopid Omicron masuk ke Indonesia, Desember 2021 ke Januari 2022 itu ada PPKM Level 3; warga asing agar tdk boleh masuk ke Indonesia.

Atas dasar itu kegiatan apapun (budaya olah raga, dll), mendatangkan orang asing tdk diperbolehkan.",0,0,0,0
2021-12-04 11:46:20+00:00,1360199011492220930,"Yukk yang pojok yukk
Gak ppkm 😂😂😂",0,0,0,0
2021-12-04 11:45:24+00:00,971586469738381312,"Dia menjelaskan PPKM merupakan instrumen kebijakan pemerintah untuk mendorong masyarakat disiplin terhadap protokol kesehatan. 
#SayaTidakCutiNataru
https://t.co/cigKSDxYLC",0,1,0,0
2021-12-04 11:45:22+00:00,971586469738381312,"Pemerintah juga menerapkan PPKM Level 3 di seluruh Indonesia pada periode Natal 2021 dan Tahun Baru 2022.
#SayaTidakCutiNataru
https://t.co/CafEf5Piwx",0,1,0,0
2021-12-04 11:45:09+00:00,1404629532351496193,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. 

#PeranAktifPolri
Jaga Kondusifitas Negeri https://t.co/m8P0BwSAcp",0,0,4,0
2021-12-04 11:45:00+00:00,39933002,"Cegah lonjakan kasus Covid-19, ini aturan yang wajib diketahui di PPKM level 2.

https://t.co/sfuBsVF6dh",0,0,0,0
2021-12-04 11:44:32+00:00,711917748939579393,"@Zain_Ical @Dennysiregar7 @aniesbaswedan lo kan memang gak boleh sama jokowi karena alasannya PPKM, liburan natal tahun baru di batalkan. nanti kalau tetap dilaksanakan, kalian tuduh anies melawan kebijakan pusat. emang sontoloyo jancuki kalian ini!!",0,1,0,0
2021-12-04 11:44:04+00:00,1256917528657330176,Penghapusan Libur dan PPKM Level 1 Dapat Tekan Potensi Kenaikan Inflasi https://t.co/gKKmtG9cTi,0,0,0,0
2021-12-04 11:43:21+00:00,1139377493272494082,"@hadehcapek1 @Jogja_Uncover Awal PPKM Uda tutup kak, yg buka cuma Bromo aja",0,1,0,0
2021-12-04 11:42:55+00:00,1405410175972876290,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. Termasuk di lokasi atau daerah https://t.co/4KpYgqb2iF",0,0,0,0
2021-12-04 11:42:16+00:00,23343960,Perpanjangan masa PPKM Jawa dan Bali dilakukan untuk terus menekan laju penularan Covid-19 di Indonesia. https://t.co/3ga8rAmQGx,0,0,2,0
2021-12-04 11:41:25+00:00,1425732114662584320,Wta enaknya event osis SMA habis PAS apa yakss? mereka pada minta festival udah tau mau ppkm minta festival,0,0,0,0
2021-12-04 11:39:35+00:00,1345424265693204481,"sedih banget ini juli dan agustusnya ga ada, karena ppkm https://t.co/0SWZO5YBKv",0,0,0,0
2021-12-04 11:39:11+00:00,1324698578736963585,"kalian menemukan banyak hal berguna, salah satu nya ppkm

Bukannya libur malah masuk, niat g sich 😎 : 🤏🏼🕶😒",0,0,0,0
2021-12-04 11:38:17+00:00,1305708261883015168,"Dia menjelaskan PPKM merupakan instrumen kebijakan pemerintah untuk mendorong masyarakat disiplin terhadap protokol kesehatan. 
#SayaTidakCutiNataru
https://t.co/ORArN2uERc",0,1,0,0
2021-12-04 11:38:16+00:00,1305708261883015168,"Pemerintah juga menerapkan PPKM Level 3 di seluruh Indonesia pada periode Natal 2021 dan Tahun Baru 2022.
#SayaTidakCutiNataru
https://t.co/z52wTnLznF",0,1,0,0
2021-12-04 11:36:07+00:00,4857501925,"Sosialisasi PPKM level 3 Saat menjelang Natal &amp; tahun baru kepada warga

Serda Tri Hartono Babinsa Glonggong melaksanakan giat Komsos dengan warga dukuh Padas RT.05, Desa Glonggong, kec. Gondang, kab. Sragen. https://t.co/NPVgGRxILC",0,0,1,0
2021-12-04 11:32:49+00:00,45970000,"setelah ga kepake berbulan-bulan, baru juga berguna sebulanan ini kamera hape yang masyaAllah hasilnya, eh udah mau ppkm lagi aja ya. go back to sleep beb.",0,0,0,0
2021-12-04 11:31:56+00:00,2823574327,"@PatihKiSunda Alhamndulilah jalur pendakian ditutup selama ppkm, tp pasti ada yg ""bludusan"" ga daftar sih, ya semoga saja mereka selamat https://t.co/WIxxCqdMmU",0,0,1,1
2021-12-04 11:30:20+00:00,4857501925,"Pelaksanaan Giat  patroli gabungan bersama Polsek Miri dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Miri. https://t.co/nzVOC2x2e9",0,0,1,0
2021-12-04 11:30:20+00:00,1938200054,"@null Jelang PPKM Level 3, Anak Kecil Masih Boleh Masuk Mal? PPKM level 3 di seluruh w  https://t.co/dvaQe6QcWJ",0,0,0,0
2021-12-04 11:27:58+00:00,1182874746850959361,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. 

#PeranAktifPolri
Jaga Kondusifitas Negeri https://t.co/11vutbLUho",0,0,1,0
2021-12-04 11:27:03+00:00,978540910391607296,"Lurah Banyumanik beserta jajaran, mengadakan giat PPKM Mikro, di sekitar Jl. Karangrejo Raya,
1 Desember 2021 https://t.co/3LN9OpgLim",0,0,2,0
2021-12-04 11:24:16+00:00,532194151,"harus jadi tulang punggung keluarga, memastikan hidup mama dan adik bayi terjamin, tapi apa daya takdir berkata lain UK 5bln aku kena pengurangan karyawan dampak ppkm, akhirnya harus dirumah, mama ga kerja, bener2 bingung ga punya pemasukan,",0,1,0,0
2021-12-04 11:22:29+00:00,1189771460497170434,"“Untuk Nataru kt mrujuk pd Inmendagri.smuany ditrapkn rgulasi level 3. Polri sdh mengglar pos, srta psko PPKM Mikro yg di tngkt RT/ds akn diprktat.

Irjen. Pol. Dr. Dedi Prasetyo, M.Hum., https://t.co/jcpZPPCQCQ., M.M.
Kadiv Humas Polri

#PeranAktifPolri
Jaga Kondusifitas Negeri https://t.co/aDrWKN53bN",0,0,0,0
2021-12-04 11:22:17+00:00,1245914764175233025,"PPKM LEVEL 1 COVID-19 JAWA BALI POLRES PASURUAN KOTA

#polripresisi #presisi #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkmlevel1 #ppkmlevel1covid19 https://t.co/JLCdpJIJin

#CXB6s3zBLtQ",0,0,0,0
2021-12-04 11:20:30+00:00,187471324,"Anehnya tuh tiap ada rencana mau kesana ada aja halangannya, yang ppkm lah trus gunung meletus juga",0,0,0,0
2021-12-04 11:20:02+00:00,342628751,"Diperpanjang, Ini Daftar Daerah PPKM Jawa-Bali Level 1,2, dan 3 hingga 13 Desember 2021 | Databoks - Databoks https://t.co/0Ev2Aedhlx",0,0,0,0
2021-12-04 11:19:33+00:00,1303252304301236224,PPKM LEVEL 3 https://t.co/VDRo04Ti6t,1,0,4,0
2021-12-04 11:16:26+00:00,321314665,@Alexanderabitma Mbuh i bek ambu2 ne ra iso yato ppkm ngene yoan,0,1,0,0
2021-12-04 11:16:25+00:00,1444313011934543877,"@jkokonui karna bulan ini ga ada libur soalnya mau ppkm, jadi kita nerima hasil nya januari trus januari deh liburnya",0,0,0,0
2021-12-04 11:14:54+00:00,1143137431694139393,"ppkm, planga plongo kayak meong",3,0,0,0
2021-12-04 11:14:06+00:00,1419300777525276674,@forjakeu Siap patuhi peraturan PPKM,0,0,0,0
2021-12-04 11:13:03+00:00,1419300777525276674,@Penyair_Berdiri Dukung PPKM menjelang Nataru,0,0,0,0
2021-12-04 11:12:37+00:00,1396954073434234882,"guyss, di daerah kalian gak ada PPKM lagi ??",0,0,0,0
2021-12-04 11:11:04+00:00,4857501925,"Peduli wilayah binaan, dilaksanakan Giat  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Kalijambe. https://t.co/jeacWhTFW4",0,0,1,0
2021-12-04 11:06:29+00:00,65347218,"Meet the Jogja grandparents, dalam rangka mendahului PPKM Level Dewa dan amit2 Omicron @ Yogyakarta https://t.co/nSreZsgJnL",0,0,0,0
2021-12-04 11:06:25+00:00,1014879026375163904,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤ
@surelykyung, biasanya ke bengkel Satya sambil dorong motornya. Dia taruh aja itu motor di depan Satya terus ngeluh, ""rewel lagi deh ini motor. Mana pelanggan sepi, ppkm juga ngga cepet selesai,""

ㅤㅤㅤㅤㅤㅤ          ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",0,0,0,0
2021-12-04 11:05:14+00:00,1425078812446846978,"Minta doa yaa semoga mama ku disana baik"" aja:) gak bisa kesana ppkm :(",0,0,0,0
2021-12-04 11:05:01+00:00,1207790580958289920,"Kalo ngaruh banget buat hidup jadi lebih baik, kita perpanjang kaya ppkm😆",0,0,0,0
2021-12-04 11:01:42+00:00,1274277692712431618,@Kaiyoookai ppkm kak jdnya ads yt,0,1,0,0
2021-12-04 11:00:23+00:00,361650518,Iki akir desember ppkm brati gaole weddingan maneh? Jadwalkuu 😭,0,1,0,0
2021-12-04 10:59:57+00:00,1248435902130434048,PPKM singkatan dari PENGEN PELUK KAMU MAS https://t.co/OEqki3DIXl,0,0,0,0
2021-12-04 10:59:56+00:00,869478923368673280,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. https://t.co/Wf5XAvkuZ9",0,0,0,0
2021-12-04 10:56:54+00:00,1418041019338133504,@kvcvnana Kudu libur ga sih tapi ppkm (lagi) masa ga libur,0,1,0,0
2021-12-04 10:55:41+00:00,1097736086531362816,@jowell_07 @asumsico ditutup ka semenjak ppkm,0,0,7,0
2021-12-04 10:54:38+00:00,1341205207661780992,"senen gw udh kga ptm lgi🙂, Katanya sih KATANYA krena ppkm naik👍",0,2,2,0
2021-12-04 10:54:12+00:00,903840666224009216,"Kodam VI/Mlw : Babinsa Tanjung Harapan Koramil Nunukan Selatan Bersama Tim Satgas PPKM Mikro Bagikan Masker Kepada Warga
https://t.co/RE7elHHixf

@Puspen_TNI @tni_ad @kodam_mlw #korem092mrl #TNIADMengabdiDanMembangunBersamaRakyat",0,0,0,0
2021-12-04 10:51:49+00:00,1122468690664910849,@jeramykering @hrdipt9419 @saands__ @FiersaBesari Sejak diberlakukan PPKM sampai ssat ini pendakian Gn. Semeru belum dibuka. Hanya wisata Bromo saja yg dibuka. Tidak habis pikir kalau Pendakian Gn. Semeru dan terjadi erupsi seperti ini. Naudzubillah,1,1,9,0
2021-12-04 10:50:28+00:00,1402284456275152899,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. Termasuk di lokasi atau daerah yang menjadi https://t.co/ytpqv8MsKX",0,0,1,0
2021-12-04 10:50:13+00:00,1391526176179429376,"“Untuk Nataru kita merujuk pada Inmendagri. Bahwa, semuanya diterapkan regulasi level 3. Polri sudah persiapkan itu, dengan menggelar pos, serta melaksanakan optimalisasi posko PPKM Mikro yang ada di tingkat RT/desa itu akan diperketat. https://t.co/NmVbCnlVfG",0,0,0,0
2021-12-04 10:48:09+00:00,1391526176179429376,"Presiden Apresiasi Penanganan dan pengendalian Covid-19 oleh Polri dengan mengoptimalkan posko-posko PPKM hingga di tingkat RT/desa.

#PeranAktifPolri
Jaga Kondusifitas Negeri https://t.co/FxQ2hQ5HPb",1,0,1,0
2021-12-04 10:46:07+00:00,100821090,@ptdwfshntaa @DaryonoBMKG sejak ppkm pendakian belom dibuka kak..,0,1,5,0
2021-12-04 10:45:56+00:00,1234828116,@kafe_out Ppkm woy,0,1,0,0
2021-12-04 10:42:24+00:00,1437233204499402753,seengganya libur tp ppkm atau larangan buat keluar kota pls jgn sekolah aduh,0,0,0,0
2021-12-04 10:42:02+00:00,1464790542861152256,"saya sangat ingin menyuarakan hal ini dari awal covid ini ada,mulai dari psbb ppkm dan apa lah itu nama nya,tp saya tidak memiliki power atau platform untuk mewujudkan kan nya,mungkin om @corbuzier bs mewujudkan saya akan sangat berterima kasih",0,1,0,0
2021-12-04 10:41:39+00:00,1025024601464569857,@criss08_ ppkm ya?,0,1,0,0
2021-12-04 10:41:19+00:00,1431098560854904832,"@Humas_Polda_Ktg Presiden Apresiasi Penanganan dan pengendalian Covid-19 oleh Polri dengan mengoptimalkan posko-posko PPKM hingga di tingkat RT/desa.

#PeranAktifPolri
Jaga Kondusifitas Negeri",0,0,0,0
2021-12-04 10:40:49+00:00,94992631,@myXL g boleh min dilarang liburan ntar PPKM jd jgn liburan dlu.,0,0,0,0
2021-12-04 10:38:26+00:00,348153117,"Libur di undur, ppkm di adakan",0,0,0,0
2021-12-04 10:38:00+00:00,618199574,Sudirman Thamrin arah GI macet banget. Jakarta nunggu PPKM lagi baru sepi.,0,1,1,0
2021-12-04 10:33:59+00:00,1377859718589280259,@VIVAcoid Tunggu masuk dlu baru ditutup... Setelah masuk baru heboh. Tutup kanan kiri. PPKM lagi. PCR lagi. Vaksin lagi. Kebijakan lagi. Cuan lagi. Orang kaya (dekat dengan pemerintah) tambah kaya. Orang kaya (biasa2 aja) terus berjuang). Rakyat hancur!!,0,0,0,0
2021-12-04 10:29:51+00:00,155478050,@ilkpopgg iya ppkm wkwkkw,0,0,0,0
2021-12-04 10:29:10+00:00,1003718578976092163,Dikeramaian Warga Anggota Polsek Anjatan Lakukan Himbau Dalam Rangka PPKM Level 2 https://t.co/UNkWWVajGh,0,0,0,0
2021-12-04 10:26:54+00:00,61118296,@sblkceuodah @WidasSatyo Apalagi sampe ngelabrak rmh org sampe dibela2in jauh2 n melanggar ppkm😒,0,1,2,0
2021-12-04 10:26:50+00:00,2549357702,"LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

Wajib PPKM , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt https://t.co/pEcKL1HRmj",0,0,2,0
2021-12-04 10:26:33+00:00,809042803,"Masih jelas banget, susahnya pontang-panting cari magang ke perusahaan, kementerian, bumn dan hasilnya banyak zonk karena lagi pandemi. Sampai dapat titik cerah di salah satu BUMN dan itu pun harus pupus karena harus tunggu PPKM.",0,1,0,0
2021-12-04 10:26:03+00:00,1456108053007257601,@sebong17_ Lagi uas trs takut keburu ppkm repot,0,0,0,0
2021-12-04 10:24:32+00:00,24138096,PPKM⚠️ https://t.co/RK5ddqNy1M,0,0,0,0
